US Atlantic Herring
1 5
1965  2014
1 8
1
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35

